ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ABW,Aruba,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0403176173567772,0.0396504253149033,0.0390954948961735,0.0386406593024731,0.0382728427648544,0.0379790887236595,0.0377475991845131,0.0375684313476086,0.0374323949217796,0.0373313613235951,0.0372585579752922,0.0372080728411675,0.0371750518679619,0.0371558964252472,0.0371475256979466,0.0371468290686607,0.037153035402298,0.0372171178460121,0.0373863615095615,0.0375110991299152,0.0380352213978767,0.0384674444794655,0.0379953198134899,0.0368434377014637,0.0352525450289249,0.0350293219089508,0.0357825011014938,0.0359449088573456,0.0359304957091808,0.0354468710720539,0.0349376611411572,0.0348515324294567,0.0349102728068829,0.035015732049942,0.0350160636007786,0.0350172370672226,0.0349741354584694,0.034695528447628,0.0343707092106342,0.034198310226202,0.0340290367603302,0.0338782258331776,0.0337651334702969,0.0337247177958488,0.033810418099165,0.0339451059699059,0.0341452546417713,0.0344653837382793,0.0348780900239944,0.0353020243346691,0.0355752632021904,0.0356971733272076,0.0358430817723274,0.0359122827649117
AGO,Angola,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0404937975108624,0.0403814017772675,0.0403067953884602,0.0399724245071411,0.0395340584218502,0.0392407961189747,0.0391338281333447,0.0388967730104923,0.0383941195905209,0.0378151498734951,0.0371515974402428,0.036483071744442,0.0359908491373062,0.0355014018714428,0.0350157506763935,0.0345460996031761,0.0340338759124279,0.0335600599646568,0.0331801548600197,0.0328817069530487,0.0326695665717125,0.0328093618154526,0.0332900285720825,0.0337264649569988,0.0340751372277737,0.0353665016591549,0.038397703319788,0.040404699742794,0.0408246666193008,0.041405875235796,0.0414570495486259,0.041017010807991,0.040836151689291,0.0409888550639153,0.0416290871798992,0.0423293896019459,0.0426680743694305,0.0427367426455021,0.0436033681035042,0.0450906530022621,0.046247024089098,0.0474252179265022,0.0483519174158573,0.0487328805029392,0.0486918054521084,0.048470813781023,0.0478745624423027,0.04694864153862,0.0462397895753384,0.0457041710615158,0.0450356602668762,0.0443162806332111,0.0438253320753574,0.0435556545853615
AIA,Anguilla,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0394580885767937,0.0373038612306118,0.035536028444767,0.0340895093977451,0.0328779295086861,0.0318502113223076,0.0309761464595795,0.0302212107926607,0.02958276681602,0.0290681831538677,0.0286372564733028,0.0282663106918335,0.0279471296817064,0.0276185981929302,0.0272869281470776,0.0269929729402065,0.0268960017710924,0.0270465444773436,0.0269575025886297,0.026652630418539,0.0263915993273258,0.0259848944842815,0.0255575776100159,0.0251603815704584,0.0247733071446419,0.0244835056364536,0.0242514628916979,0.0241900682449341,0.0243777967989445,0.0245574060827494,0.0265156608074904,0.0290801730006933,0.0299132727086544,0.0302296373993158,0.0310528185218573,0.0312527865171433,0.0320860221982002,0.0345664955675602,0.0356228314340115,0.0347085893154144,0.0333214811980724,0.0319457612931728,0.030282199382782,0.0286060068756342,0.0271988976746798,0.0260404478758574,0.0251439809799194,0.0247261431068182,0.0254548285156488,0.0259633678942919,0.0256959889084101,0.0256161149591208,0.025509025901556,0.0255653243511915
ALB,Albania,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0405205227434635,0.038629662245512,0.0371111854910851,0.035889632999897,0.034901101142168,0.03409493714571,0.0334427356719971,0.0329000763595104,0.0324426218867302,0.0320971980690956,0.0317626558244228,0.031465545296669,0.031388059258461,0.0313479714095593,0.0311574432998896,0.0309103056788445,0.0306256543844938,0.0302830636501312,0.0299536921083927,0.0296583063900471,0.0294121168553829,0.0288842841982842,0.0280528943985701,0.0274413768202066,0.0271770376712084,0.0270207468420267,0.0269811432808638,0.0269318353384733,0.0269433949142694,0.0272679962217808,0.0277140494436026,0.0281462166458368,0.0283538438379765,0.0284460820257664,0.0285235773772001,0.0284568164497614,0.0280786026269197,0.0277774017304182,0.0277845691889524,0.0278935693204403,0.0279708430171013,0.0280052255839109,0.0280980095267296,0.0282363649457693,0.0283679645508528,0.0284076575189829,0.0284671038389206,0.0285640563815832,0.0286373924463987,0.0286461114883423,0.0285391472280025,0.0284896623343229,0.028517359867692,0.0285018589347601
ARE,United Arab Emirates,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0393990613520145,0.0370639450848103,0.0351687408983707,0.0335943140089512,0.0320669710636139,0.0311814341694117,0.0310961231589317,0.0313492640852928,0.0315243452787399,0.0314205214381218,0.0313598066568375,0.0313432030379772,0.0313028544187546,0.0311721283942461,0.0309080220758915,0.0305868927389383,0.0302392598241568,0.0299153048545122,0.0296487808227539,0.0294495485723019,0.029213223606348,0.0287545565515757,0.028322983533144,0.0279043652117252,0.0274915955960751,0.027301263064146,0.0271988846361637,0.0271511115133762,0.0271306000649929,0.027308564633131,0.027904286980629,0.0286267530173063,0.0292266886681318,0.0298057235777378,0.0303824841976166,0.0309643130749464,0.0316232666373253,0.0326869748532772,0.0341219194233418,0.0350864194333553,0.0351731739938259,0.0354013629257679,0.0361449345946312,0.0367341935634613,0.0371221415698528,0.0375821739435196,0.0380470529198647,0.0382307507097721,0.0378860458731651,0.0372247099876404,0.0363957621157169,0.0356982499361038,0.0357818081974983,0.036228634417057
ARG,Argentina,delta,Average depreciation rate of the capital stock,0.0290971305221319,0.0295936278998852,0.0302030667662621,0.03040293417871,0.030435947701335,0.0306254159659147,0.0309733003377914,0.0312631241977215,0.0314646512269974,0.0315318293869495,0.0321842730045319,0.0334839150309563,0.0344976782798767,0.0347849652171135,0.0349067710340023,0.0352137088775635,0.0353551767766476,0.0353216007351875,0.0352286919951439,0.0352551378309727,0.0353292375802994,0.0353647358715534,0.0354705154895783,0.0355635844171047,0.0355267636477947,0.0352761074900627,0.0349145084619522,0.0349575877189636,0.0349774286150932,0.03484196215868,0.0350144430994988,0.0349879190325737,0.0343980677425861,0.0336027778685093,0.0330037325620651,0.0324913859367371,0.0318887569010258,0.0313089415431023,0.0308161247521639,0.0303673818707466,0.0298832859843969,0.0294740088284016,0.0295083839446306,0.0299407765269279,0.0305980071425438,0.0310955923050642,0.0313981957733631,0.0319296903908253,0.0326105803251267,0.033048003911972,0.0330884642899036,0.0327664464712143,0.032071590423584,0.0313959084451199,0.0311955641955137,0.0315079391002655,0.0321293249726296,0.0330427475273609,0.0341678224503994,0.0347680374979973,0.0352721847593784,0.0364261642098427,0.0374421514570713,0.0381124578416348,0.0384849980473518,0.0385722704231739,0.0387495309114456,0.0390813574194908,0.0392397530376911,0.0388207696378231,0.0380473658442497,0.0375291481614113,0.0374034941196442,0.037367757409811
ARM,Armenia,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0400379113852978,0.0387893356382847,0.0374136827886105,0.0359339602291584,0.0346560329198837,0.0334914140403271,0.0323615036904812,0.0312002468854189,0.0299779642373323,0.0291209369897842,0.0285548977553844,0.0280282758176327,0.0275569818913937,0.0272397007793188,0.0271333679556847,0.027213778346777,0.0273922849446535,0.027751162648201,0.0282896980643272,0.0286040082573891,0.0287802889943123,0.0290112346410751,0.0292528495192528,0.0295162592083216,0.0297968257218599,0.0301636029034853,0.0305050686001778,0.0308799762278795,0.0316433608531952,0.0326352901756763,0.0335604436695576,0.0348809696733952,0.0365468263626099,0.0380188785493374
ATG,Antigua and Barbuda,delta,Average depreciation rate of the capital stock,,,,,,,,,,,,,,,,,,,,,0.0412666350603104,0.0424971543252468,0.0435913056135178,0.0443994104862213,0.0455357693135738,0.0467294603586197,0.0474769845604897,0.0478189997375011,0.0478605069220066,0.0492407456040382,0.0514139048755169,0.0530538968741894,0.0539776273071766,0.054158627986908,0.0544075965881348,0.0548693761229515,0.0553154982626438,0.0554641373455524,0.0548858754336834,0.0537542030215263,0.0527174137532711,0.0518359579145908,0.0510244481265545,0.0503310672938824,0.0496604107320309,0.0495029911398888,0.0499372407793999,0.0496485307812691,0.0488950163125992,0.0498597212135792,0.05134317278862,0.0506292842328548,0.0483793802559376,0.0459768883883953,0.0444422028958797,0.0443973913788796,0.0452289320528507,0.0456553064286709,0.044347383081913,0.0420006029307842,0.0399185828864574,0.0379548221826553,0.035467553883791,0.0328485928475857,0.0307424236088991,0.0290567111223936,0.0277887154370546,0.0273797903209925,0.0274950265884399,0.027511490508914,0.0274969078600407,0.0276117287576199,0.0276509299874306,0.0274137333035469
AUS,Australia,delta,Average depreciation rate of the capital stock,0.0211917571723461,0.021809184923768,0.0221589431166649,0.0223267413675785,0.0226085837930441,0.0229208413511515,0.0231581311672926,0.0233273152261972,0.0235147252678871,0.0237215030938387,0.0239195544272661,0.0240623950958252,0.0242121666669846,0.0244003068655729,0.0245858822017908,0.0247423499822617,0.0248849429190159,0.0250555910170078,0.0252581257373095,0.0254738871008158,0.0256506837904453,0.0257671736180782,0.0258049611002207,0.0257813800126314,0.0257218908518553,0.0256485883146524,0.0255482643842697,0.0254251174628735,0.0253599677234888,0.025354441255331,0.0254050772637129,0.025539755821228,0.0256713572889566,0.0257744807749987,0.0259064771234989,0.0260598622262478,0.0261896718293428,0.0263035297393799,0.0264443270862103,0.0265903025865555,0.0266587734222412,0.0266145970672369,0.0265624206513166,0.0265669394284487,0.026645528152585,0.0268062464892864,0.0270403921604157,0.0273331478238106,0.0276049114763737,0.0278514698147774,0.0280478689819574,0.0282667931169271,0.028569508343935,0.0289010461419821,0.0292827058583498,0.0297582074999809,0.0302797425538301,0.0308394953608513,0.0313971936702728,0.0318343117833138,0.0321767814457417,0.0325480066239834,0.0329092144966126,0.0330710075795651,0.0330260097980499,0.0328843593597412,0.0327083803713322,0.0326015762984753,0.0325943343341351,0.0326513238251209,0.0327924713492394,0.0330823920667172,0.0334764197468758,0.0339214503765106
AUT,Austria,delta,Average depreciation rate of the capital stock,0.0305945314466953,0.0320634357631207,0.0330563932657242,0.0330794081091881,0.0329442732036114,0.0334966257214546,0.0341104976832867,0.0343943387269974,0.0346145071089268,0.0347755216062069,0.035293810069561,0.035978302359581,0.036297582089901,0.0363695286214352,0.0364361219108105,0.0365687049925327,0.0367564335465431,0.0367735922336578,0.0365871302783489,0.0364571809768677,0.0365923345088959,0.0369871146976948,0.0375446937978268,0.0377020202577114,0.0374468453228474,0.0371596626937389,0.0369725748896599,0.0370110236108303,0.0369121469557285,0.0367528386414051,0.0367724969983101,0.0367979183793068,0.0366284064948559,0.0363014973700047,0.0360159240663052,0.0358662940561771,0.0358252488076687,0.0358270592987537,0.035890806466341,0.036057710647583,0.0363270305097103,0.0366723127663136,0.0369248203933239,0.0369505733251572,0.0368805043399334,0.0368249639868736,0.0368193909525871,0.0368699654936791,0.0369860269129276,0.0371508300304413,0.0374273918569088,0.0377933233976364,0.038084339350462,0.038320504128933,0.0385037027299404,0.0386338941752911,0.0387707427144051,0.0389984473586082,0.0393036343157291,0.0395051054656506,0.039613239467144,0.0398595705628395,0.0401660948991776,0.0404712446033955,0.0407568104565144,0.040999498218298,0.0413842834532261,0.0419005155563355,0.0424595847725868,0.0430540926754475,0.0434856824576855,0.0439213924109936,0.0445028319954872,0.0447646416723728
