ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CAN,Canada,cn,Capital stock at current PPPs (in mil. 2021US$),559798.125,589823.5625,616905.625,650257.25,672638.1875,706074.5625,756506.25,799581.75,833781,873364.125,909815.875,944921.9375,986939.3125,1031824.4375,1083106.25,1151885.625,1226679.25,1285581,1348038,1419906.75,1485414.25,1552974.375,1620351.625,1695120.375,1781838,1875556.5,1965010.5,2057130.875,2146925.5,2245281.5,2350284.75,2502664.25,2648851.5,2792985,2953049.25,3112662.5,3255044.25,3426014.5,3631586.25,3849745.75,4041879,4213674,4374803.5,4523870,4675017.5,4791266,4895481.5,4895800,4902132,4904117.5,4770931.5,4659729,4546501.5,4696767,4867843,5063768.5,5354773,5625945.5,5871882.5,6264713.5,6702824,7175444.5,7569851,8988815,9046071,9023346,9250848,9160874,9392771,9715520,9756801,10147049,10417032,10595644
CHE,Switzerland,cn,Capital stock at current PPPs (in mil. 2021US$),332230.375,338925.5625,342777.46875,347707.03125,355835.3125,368641.03125,386419.6875,406968.34375,418573.28125,430833.78125,450239.9375,477959.09375,505325.46875,531523.875,560336.75,585838.625,608884.5625,635198.9375,659801,684294.3125,717610.375,756969.5625,797246.5,832853.6875,865840.8125,891876.125,904636.375,916906.5625,931439.25,947147,988925.375,1035724.5,1060784.625,1086806.625,1114346.625,1145718.125,1178171.875,1212496.5,1254963.75,1300308.625,1345682.375,1386655.5,1416829.25,1443973.25,1469479.125,1496574.625,1558503.5,1512319,1523504.5,1504497.625,1447930.75,1398874.125,1344926,1347472.125,1312947.75,1495174.75,1783376.25,1963978.5,2132883.25,2391592.25,2277477.75,2643596,2703983.5,2614400,2732663.75,2930689.25,2989458.75,3153717.25,3091113.5,3202209.5,3693924.25,3608992,3678408.5,3726945.75
CHL,Chile,cn,Capital stock at current PPPs (in mil. 2021US$),,69864.125,71312.8125,73858.90625,75223.0546875,77085.78125,78591.1484375,79284.3125,81617.8671875,84458.5390625,87165.0390625,91925.671875,94883.703125,97919.5,105724.71875,112044.9375,123199.7265625,130342.7109375,139597.921875,149317.234375,160614.234375,174214.28125,184655.515625,192893.046875,202039.078125,201221.234375,205249.546875,213700.234375,217903.90625,226381.734375,239522.734375,253543.328125,258292.359375,259543.40625,268686.59375,277204.40625,287136.59375,302973.125,326016.0625,357995.3125,392506.6875,433289.75,477277.96875,522189.9375,580682.25,634879.25,686206.75,722760,738044.6875,745362.375,738817.625,731407,734005.6875,745797.3125,772405.0625,811578.875,871803.1875,953786.4375,1061770.25,1179493,1308615.25,1439023.75,1545744.125,1747647.875,1787815.125,1929007.375,1998954.625,2175640.25,2104175.25,1989420.75,1865635.125,1868156.5,1950528,2013679
CHN,China,cn,Capital stock at current PPPs (in mil. 2021US$),,,395126.65625,421584.21875,452005.09375,478677.6875,510586.09375,543994.5625,606484.1875,699535.25,773397.4375,782938.875,775554.5,785436.4375,811463.625,857036.8125,920521.4375,953009.5625,984283.25,1024861.8125,1108180.5,1202373.5,1295510.375,1392415.625,1506460.75,1645182.75,1771603,1902469.25,2058478.25,2217241.5,2402508,2584488.25,2788219.5,3004852.75,3260416.25,3578631,3918750.25,4280266,4697730.5,5015320,5305131.5,5612604,6110403,6859971,7663605.5,8530530,9488728,10509933,11759919,13049549,14410245,16033219,17955530,20307670,22994654,26040784,29798984,34481868,40194608,47664020,55855436,63463184,69321016,75943640,81232648,86255568,92717152,98535248,110373696,122076544,132125224,148589856,160475744,171874224
CIV,Côte d'Ivoire,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,2403.39892578125,2965.40844726563,3276.49877929688,3779.60400390625,4573.8251953125,5282.5361328125,6016.841796875,6659.7998046875,7279.1943359375,8078.66015625,9118.771484375,10182.087890625,11129.59375,12368.9833984375,13364.1396484375,14567.90234375,16151.322265625,18709.06640625,21828.47265625,24276.857421875,26125.23828125,28091.490234375,31273.349609375,35687.9140625,40867.1484375,45573.8828125,48622.06640625,52016.7421875,55915.6640625,60399.5625,64943.08203125,69681.8984375,75043.9765625,80492.859375,85802.1796875,90096.3984375,93231.5390625,89907.1875,80740.140625,70822.78125,61114.0078125,53645.3671875,48916.1328125,45426.6328125,43821.03515625,43618.2421875,46374.8359375,54039.24609375,68104.8828125,92716.4140625,135068.359375,173096.890625,187111.609375,193892.640625,219186.265625,244772.25,257106.28125,281629.84375,316269.46875,359762.625,357359.96875,390001.125,431174.53125,472480.5625
CMR,Cameroon,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,10389.0556640625,10938.5732421875,11499.1630859375,12063.6787109375,12696.5986328125,13866.3466796875,15277.8701171875,16369.9541015625,17390.76953125,18206.189453125,19600.0546875,20714.306640625,21481.138671875,22443.6796875,23719.93359375,24971.220703125,26382.59375,28563.25,31916.982421875,34271.984375,37238.26953125,38052.1640625,37872.15234375,38705.1640625,41079.9453125,44550.7734375,48306.05859375,51764.00390625,55398.5234375,58557.796875,61955.0703125,64972.44921875,67790.421875,72125.8828125,76819.0078125,80823.828125,84331.4609375,87829.4921875,90861.53125,93186.2890625,95719.171875,99002.0546875,102542.6015625,105509.4765625,109678.1015625,114209.609375,119889.9375,127340.8515625,136741.3125,146496.796875,156590.5,164882.109375,166545.578125,170044.640625,177315.546875,184940.75,200441.828125,220974.203125,236407.453125,248801.078125,266048.9375,288860.78125,306079.15625,322289.59375
COD,D.R. of the Congo,cn,Capital stock at current PPPs (in mil. 2021US$),26286.62890625,29182.154296875,33313.94921875,38029.796875,42600.67578125,47234.50390625,51940.4296875,56094.36328125,59402.48046875,61941.4921875,63150.67578125,63703.8515625,63779.10546875,66599.140625,69757.1328125,72714.046875,75307.546875,77551.109375,79782.4140625,83626.9609375,87100.09375,93051.8671875,100146.5390625,106431.1484375,115150.1328125,121721.8046875,126186.6015625,136836.109375,140788.5625,146125.40625,157965.9375,170850.0625,182743.703125,193173.5,206983.75,219915.375,232551.765625,241227.546875,254254.671875,263709.625,275083.53125,273436.1875,277712.25,267447.59375,277718.25,277957.3125,279753.875,266720.25,264383.6875,267169.34375,275342.53125,272459.90625,273689.96875,277390.90625,280385.5,281934.78125,280149.8125,269305.03125,251399.109375,232671.484375,212034.421875,194978.6875,125060.65625,224779.453125,279648.34375,316185.09375,342813.65625,311676.71875,328262.96875,484705.125,373867.78125,235951.5625,268696.28125,349686.78125
COG,Congo,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,2540.00463867188,3156.89379882813,3416.21557617188,3503.11474609375,3563.1357421875,3660.83813476563,3911.841796875,4324.86279296875,4684.458984375,4990.03173828125,5262.1298828125,5618.72998046875,5981.6943359375,6324.6103515625,6670.54638671875,7042.93896484375,7394.884765625,7590.96630859375,7885.18115234375,8315.203125,9217.513671875,11150.7802734375,14218.75,16038.7021484375,17311.798828125,18489.154296875,18789.73046875,18417.537109375,17775.9921875,17090.267578125,16672.13671875,16249.7314453125,15950.83203125,16124.400390625,17235.9375,17594.244140625,18020.705078125,18173.123046875,19590.2421875,20134.6953125,20809.19140625,21932.115234375,23471.9140625,25453.05078125,27591.208984375,30043.708984375,33937.7734375,43952.640625,57866.578125,78466.671875,104135.9765625,122673.2890625,129925.9140625,138462.5,147944.640625,157475.203125,163375.46875,171702.546875,199189.203125,209226.53125,209714.734375,297025.1875,299063.09375,300522.90625
COL,Colombia,cn,Capital stock at current PPPs (in mil. 2021US$),198681.09375,206160.171875,218266.953125,232363.703125,252225.328125,271759.09375,291166.78125,297786.65625,301441.90625,318060.875,339103.4375,360395.65625,380407.65625,394908.40625,417534.3125,432385.8125,447465.6875,468449,494003.84375,518075.78125,545712.6875,575941.375,591459.875,601705.8125,615392.8125,628079.6875,632075.9375,627163.625,625262.25,629189.1875,646320.0625,679079.5,710758.4375,736721.9375,764693.3125,790747.1875,816937.5625,841383.6875,880290.0625,910728.25,932486.75,957555.625,989813.3125,1046966.875,1104367.125,1154213.5,1199985.875,1244056.375,1283292.625,1281810.375,1280866.625,1301964,1334128.375,1375948.625,1435891,1497947.375,1581870.125,1691187,1791755,1889937.5,1993335.625,2100901,2095909,2126578,2167499.25,2150410.25,2047769.125,2154886.5,2390923.25,2624349,2826335.75,2882305,2985489.25,3050380
COM,Comoros,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,2014.044921875,2076.13354492188,2229.79858398438,2371.75024414063,2571.58374023438,2818.197265625,3111.65991210938,3386.89599609375,3584.2314453125,3766.11279296875,4085.85375976563,4413.435546875,4742.1240234375,5092.60400390625,5454.72119140625,5835.00244140625,6209.1865234375,6618.1064453125,7018.9853515625,7491.7138671875,8020.251953125,8485.65234375,9063.5927734375,9554.2490234375,10147.7548828125,10703.009765625,11302.6806640625,11860.77734375,12381.6884765625,12722.4501953125,12944.3994140625,13071.2958984375,13430.8701171875,13577.2900390625,13718.5146484375,13843.7314453125,14027.4794921875,14125.4482421875,14328.609375,14423.236328125,14397.912109375,14512.3173828125,14641.109375,14647.3330078125,14687.8408203125,14799.7236328125,14625.4365234375,13941.0712890625,13230.2568359375,12542.0078125,11974.4326171875,11736.00390625,11467.2958984375,12534.5283203125,12244.5595703125,11026.89453125,12180.45703125,13910.3798828125,13164.16796875,13305.9951171875,14107.7275390625,16359.66796875,16621.181640625,16872.62890625
CPV,Cabo Verde,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,1161.75610351563,1281.00390625,1349.73706054688,1372.87475585938,1400.39135742188,1444.16442871094,1516.39013671875,1565.91052246094,1642.068359375,1765.27221679688,1927.75927734375,2084.5400390625,2242.181640625,2396.6201171875,2554.7451171875,2661.66235351563,2768.45654296875,2873.71362304688,2993.634765625,3119.19995117188,3219.83618164063,3377.17944335938,3553.44189453125,3713.45458984375,3866.28149414063,4046.19897460938,4205.4072265625,4372.8056640625,4546.935546875,4725.35693359375,4893.0361328125,5044.556640625,5219.833984375,5464.0205078125,5794.98095703125,6078.1025390625,6433.81494140625,6717.38818359375,6996.1640625,7375.00830078125,7655.93310546875,8011.8828125,8506.830078125,9012.455078125,9736.9248046875,10357.2646484375,11220.626953125,12599.2900390625,14062.248046875,15383.197265625,16946.53125,18193.689453125,17914.353515625,17892.830078125,18316.8515625,19066.953125,19544.255859375,21208.59375,21261.634765625,22759.005859375,22398.501953125,22812.703125,23248.142578125,23191.2109375
CRI,Costa Rica,cn,Capital stock at current PPPs (in mil. 2021US$),6801.08349609375,6994.365234375,7352.083984375,7731.37646484375,8053.0048828125,8445.7431640625,8892.212890625,9399.3681640625,9766.2509765625,10356.1572265625,10866.919921875,11419.7919921875,12080.6103515625,12725.4169921875,13187.6083984375,13978.50390625,14783.046875,15635.6240234375,16405.36328125,17385.23046875,18508.861328125,19878.65625,21277.51171875,22691.09765625,24223.181640625,25663.57421875,27580.375,29838.994140625,32164.146484375,34943.55078125,37025.80859375,38451.40625,38844.09375,39236.03125,40403.5078125,41722.99609375,43342.03515625,45307.8203125,47075.33984375,49342.08203125,52103.40234375,53853.23828125,56889.34375,60825.9375,64908.3046875,68978.9609375,72469.1484375,77293.484375,84296.5546875,90692.3515625,96501,103112.4765625,110410.6796875,118490.640625,126734.171875,135507.578125,145490.84375,157845.21875,172129.546875,183540.59375,194755.953125,205350.828125,213107.046875,220579.90625,224642.140625,231003.375,220451.34375,236258.671875,283472.625,341018.78125,394377.03125,401313.125,416184.59375,430450.40625
CYM,Cayman Islands,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,487.763885498047,541.486999511719,600.275634765625,668.664306640625,745.482482910156,828.763671875,919.710205078125,1020.62762451172,1130.99792480469,1257.09814453125,1392.05517578125,1541.47448730469,1700.67614746094,1875.62268066406,2093.5869140625,2262.21630859375,2480.23950195313,2704.84033203125,3018.77758789063,3327.68920898438,3622.30053710938,3913.90161132813,4232.24951171875,4567.79150390625,4912.7451171875,5265.859375,5638.70166015625,6038.9755859375,6612.990234375,7177.486328125,7707.31494140625,8249.6328125,8807.9345703125,9400.3876953125,10006.9091796875,10666.5068359375,11309.197265625,11926.5048828125,12531.7333984375,13028.708984375,13470.8798828125,13868.974609375,14192.275390625,14597.4384765625,14589.08984375,14868.6357421875,14862.2412109375,15121.921875,16099.474609375,17204.35546875,19033.7265625,20563.05078125,21668.939453125,22720.73046875
CYP,Cyprus,cn,Capital stock at current PPPs (in mil. 2021US$),14759.689453125,15180.845703125,15715.259765625,16401.048828125,17559.681640625,18815.240234375,20023.80859375,21076.408203125,21364.423828125,21835.84375,21991.173828125,22560.236328125,23776.44140625,24773.359375,25163.52734375,26128.833984375,27157.466796875,28418.7578125,29650.564453125,31400.63671875,32881.91796875,34620.4140625,36435.9375,38449.75390625,39162.44921875,38905.25,38955.38671875,40429.16796875,42584.47265625,45405.296875,48303.51953125,50844.5546875,53328.140625,55341.58984375,58236.73828125,60536.3125,62326.484375,64324.1640625,67001.9296875,70579.7734375,73430.4140625,75770.6328125,79478.3515625,82140.8984375,84347.25,86447.25,88353.359375,90561.8828125,92173,94510.6875,96924.1015625,99760.109375,99454.4921875,92240.96875,100702.0703125,110834.40625,125825.5078125,137699.921875,152171.84375,161514.9375,181850.75,178874.53125,198057.078125,209694.078125,190625.78125,199460.359375,200803.4375,205665.796875,216150.125,228436.5625,225607.390625,227142.625,234915.203125,242610
CZE,Czechia,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199151.5,1198613,1284746.25,1409647.75,1528380.375,1556046.75,1592298.75,1531270.875,1480791.5,1430499.375,1413136,1413742.75,1414033.125,1486023.25,1502043.5,1519167,1654714.75,1774560.25,1918223.375,1990246.375,1932279.75,2113998.5,2122015.25,2178251,2184698.5,2295950.5,2361040.25,2500518.25,2643814.25,2742330.75,2826762.5,2765371,2824583,2866103
DEU,Germany,cn,Capital stock at current PPPs (in mil. 2021US$),1592160.375,1700267.5,1832072.625,1960159.875,2113198.5,2326063.75,2537439.25,2740281.25,2940951.5,3182244.5,3479782.5,3770940.5,4063574.75,4335766.5,4655771.5,4991601,5299312,5533612,5811236,6147858.5,6533165,6790517,6854360.5,6840683,6818875,6902539,7110232.5,7375959.5,7661096,7964231,8216330.5,8307104.5,8226383,8110444,8052784,8137186,8354915,8643341,9022554,9499322,10050499,10673560,11323161,11898819,12412863,12793117,13088722,12910816,12761031,12583994,12512483,12393276,12186689,12486299,12756074,13010822,14063004,15071173,16060772,16742444,17428348,18167010,18162016,18271434,18535888,18882630,19178750,19554130,19797532,20058936,20244588,20509570,20831474,20999284
DJI,Djibouti,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,554.260681152344,576.33740234375,597.903686523438,622.8642578125,643.734680175781,667.633850097656,708.108947753906,726.374450683594,740.215698242188,776.019226074219,819.193969726563,862.383117675781,979.487915039063,1095.455078125,1209.18408203125,1302.84936523438,1344.76525878906,1404.56420898438,1476.46984863281,1531.57836914063,1587.35571289063,1685.63610839844,1805.37182617188,1944.66271972656,2058.44775390625,2144.59375,2217.31372070313,2323.546875,2455.76953125,2451.29760742188,2469.07373046875,2522.04956054688,2665.95190429688,2974.65405273438,3231.37255859375,3647.99462890625,4583.7958984375,5813.44580078125,7291.4169921875,9051.5166015625,10652.388671875,12443.6875,14214.5595703125,10047.8134765625,10595.5390625,11589.349609375,11707.1259765625,12337.04296875,14673.7197265625,17513.859375,20206.888671875,23400.328125,25179.66015625,26842.5625
DMA,Dominica,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,157.175704956055,185.772109985352,202.070953369141,207.512191772461,202.157318115234,208.752426147461,212.707229614258,217.395065307617,225.45735168457,232.105087280273,260.625701904297,277.589538574219,291.746307373047,302.521636962891,323.485137939453,334.130676269531,338.999267578125,344.378936767578,367.016052246094,404.201110839844,447.281555175781,473.856231689453,478.157745361328,480.030883789063,483.042907714844,502.812194824219,516.027099609375,535.045104980469,543.65771484375,565.506103515625,598.995666503906,629.244812011719,657.054077148438,710.617126464844,794.392456054688,917.985229492188,1082.96118164063,1306.00610351563,1625.56225585938,2008.97241210938,2397.78247070313,2607.7705078125,2591.03491210938,2563.33544921875,2571.521484375,2612.2412109375,2647.54760742188,2729.794921875,3328.3779296875,3853.1484375,4434.7060546875,5246.40966796875,5658.67529296875,6042.76220703125
DNK,Denmark,cn,Capital stock at current PPPs (in mil. 2021US$),179525.140625,181471.015625,183543.609375,187919.5,193035.84375,196051.828125,200874.6875,206697.4375,211166.328125,220997.375,233358.203125,245908.609375,260270.234375,271144.03125,287923.09375,306196.5,322731.3125,339943.9375,358262.5,380809.34375,403447.75,424968.4375,449305.59375,476108.59375,498482.3125,515886.21875,533180.8125,543898.125,550283.125,555362.25,554810.3125,544131.3125,530585.0625,516184.6875,510259.875,518025.78125,538397.125,561143.3125,584005.9375,610751.0625,636122.0625,661019.3125,685497.4375,706955.8125,727662.875,746403.9375,759656.875,755278.625,752536.5625,742020.0625,741439.875,768315.25,761590.0625,789135.9375,824923.1875,845391.3125,928145.5625,971898.75,1102590.75,1178392.25,1314619.25,1414238.125,1454499.125,1480694.625,1430468.5,1444586.625,1525994.375,1597723.625,1688915.75,1776820,1878683.5,1909466.125,1965389.875,1998499.625
DOM,Dominican Republic,cn,Capital stock at current PPPs (in mil. 2021US$),,11398.0009765625,14998.05078125,15526.9482421875,15604.8017578125,15974.880859375,16704.005859375,17280.626953125,18334.966796875,19817.71484375,19349.33984375,16741.947265625,19924.998046875,21147.68359375,22612.4453125,20173.80859375,23169.126953125,23257.70703125,23793.798828125,25764.39453125,28032.2578125,28951.98828125,33694.16015625,36870.46875,41186.14453125,45837.703125,48227.375,52438.6953125,55396.09765625,62202.8984375,67582.4921875,68384.1640625,66208.640625,64984.35546875,62739.2890625,77621.90625,88362.1484375,91995.71875,88312.1328125,94547.1171875,99126.1953125,84006.484375,91081.3515625,97941.8359375,111038.6640625,118215.515625,127920.1015625,137998.234375,156377.453125,169998.828125,188008.328125,204196.25,228505.15625,242571.609375,262344.96875,294635.34375,323364,362316.96875,406143.84375,434048.5,471986.53125,505204.625,536034.125,570187.3125,609636,684170.5,748575.5,819138.5625,892218.5625,994433.6875,1096257.625,1202378.125,1280540.25,1348759.5
DZA,Algeria,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,401792.71875,416832.0625,419197.375,423523.375,423919.875,424742.25,422007.90625,425537.15625,433056.5,445586.75,464604.21875,479413.71875,497960.1875,519117.15625,546665,584703.75,625996.6875,677702.3125,739986,792312.5,841299.875,894256.75,950267.875,1005956.25,1064937.5,1127477.375,1186673.75,1227070.5,1262026.625,1304096.5,1339397.75,1357735.875,1384107.75,1412213.625,1436379.875,1459200.5,1483720.5,1509507.625,1547478.625,1580558.25,1611737.875,1655857.625,1710353,1769889.75,1835712.75,1907151.125,1981865.125,2064189.125,2162963.5,2271787.5,2385092.75,2485898.25,2381830.5,2478174,2591276.75,2657530.75,2621866.5,2585753.75,2625476.25,2663982.5,2600111,2659781.75,2787721,2916442
ECU,Ecuador,cn,Capital stock at current PPPs (in mil. 2021US$),28444.1171875,29617.76953125,30757.482421875,32349.306640625,34600.07421875,36969.80859375,39223.69140625,41196.40234375,43156.7109375,45429.82421875,47842.1875,50170.125,52470.0078125,54673.9765625,56959.8359375,59171.55078125,61955.0859375,65831.2578125,69530.3046875,72375.21875,75608.7109375,79072.3125,83286,88064.546875,91456.9921875,98159.6953125,105288.5546875,113128.875,122125.921875,128865.015625,134812.140625,143232.953125,150343.125,150064.953125,152151.46875,155828,160710.375,162515.34375,166242.046875,168258.296875,170573.78125,173513.21875,176811.71875,180818.53125,184009.109375,187408.71875,190956.25,197291.15625,210655.40625,227083.109375,254276.78125,293958.5625,346799.15625,412104.71875,484842.96875,541796.8125,578560.4375,607573.75,642763.4375,676574.1875,706503.5625,743444.3125,776622.4375,831750.5625,884139.9375,908721.125,1022930.6875,1081118.5,1123067.875,1198505.875,1306296.125,1414991.875,1453070.125,1481233.125
EGY,Egypt,cn,Capital stock at current PPPs (in mil. 2021US$),4898.56640625,5013.08642578125,5177.68017578125,5383.18115234375,5598.6669921875,5824.7041015625,5935.35791015625,6056.45068359375,6213.716796875,6464.27734375,6656.71044921875,6961.9697265625,7359.9853515625,7900.60693359375,8489.234375,9207.58984375,9669.171875,10019.0693359375,10296.70703125,10787.2705078125,11323.4892578125,11674.0224609375,11957.3955078125,12491.56640625,13515.40625,14715.1806640625,17146.904296875,19163.3515625,21356.427734375,24298.453125,28053.322265625,31724.974609375,36077.26171875,40483.6328125,46170.3984375,51924.32421875,58363.94140625,66101.7109375,77070.5078125,91322.3125,111497.6328125,134872.140625,168095.40625,214508.78125,280577.59375,365728.625,438498.15625,478727.90625,527785,575727.375,621886.875,671892.375,719341.125,768081.6875,823975.875,894942.3125,989052.125,1115018.375,1272953.25,1426916.875,1587969.375,1707472,1791000.625,1819816.5,1646325.875,1934589.75,1935129.125,2045096.375,2283960.5,2491935.5,2975873.25,2932152.5,3104355.25,3185428.5
ESP,Spain,cn,Capital stock at current PPPs (in mil. 2021US$),372216.84375,387096.75,401238,416469.15625,438947.40625,463112,493200,520171.6875,551829.75,571120.3125,595812.6875,631995.125,680663.1875,734074.125,791818.375,858566.875,933628.3125,1004190.75,1082655.75,1176693.875,1260217.875,1341134.625,1435910.5,1557782,1676560.25,1796195.625,1942484.125,2161350.5,2436993.25,2728060.25,2904427.25,2886832.5,2748320,2565062,2442127,2425212,2527066,2673021.25,2869114.75,3116468.75,3393157.75,3693913.75,4001988,4287405.5,4552563.5,4791202.5,4974921,4964001,4996796,5036082.5,5062581,4899883,5042006.5,5356534.5,5923882,6430453,8084798,9786449,10438100,10865542,11383080,11563922,11686758,11928171,11782955,11902534,12361840,12436180,12419885,12985419,12958272,13126397,13357267,13514154
EST,Estonia,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73003.0703125,73978.765625,73572.5859375,73300.625,73190.0390625,73137.953125,73824.9140625,72001.1953125,68616.4765625,65989.5546875,65149.9609375,66937.65625,64669.4765625,73484.5625,80923.234375,91382.03125,108491.4765625,124641.953125,142670.046875,159829.140625,169445.96875,190105.75,191221.828125,195668,192039.65625,196371.828125,196848.46875,215997.09375,239458.171875,256818.640625,273598.625,282763.1875,293264.53125,304093.25
ETH,Ethiopia,cn,Capital stock at current PPPs (in mil. 2021US$),5553.20703125,5445.41259765625,5371.62255859375,5462.1572265625,5683.40625,5943.10888671875,6138.18798828125,6387.6015625,6996.54150390625,7252.01611328125,7801.8076171875,8387.85546875,9008.3505859375,9648.607421875,10235.306640625,10894.595703125,11633.2978515625,12579.2998046875,13524.779296875,14357.8984375,14961.84375,15628.27734375,16438.58984375,17075.763671875,17556.92578125,18115.208984375,18439.4921875,18767.94921875,19005.087890625,19453.4375,20098.744140625,20520.91796875,20870.8515625,21226.927734375,22321.751953125,23196.6953125,24428.576171875,26189.484375,28191.79296875,30359.9921875,32191.06640625,33900.25,35813.99609375,38607.96484375,42432.27734375,46325.47265625,51875.7421875,57788.921875,65483.05859375,74302.453125,85618.9609375,100081.8984375,116394.28125,132893.984375,153567.765625,171941.34375,190049.1875,207876.359375,227842.5625,254432.734375,284095.46875,319753.28125,333845.3125,342542,403749.625,457843.34375,498244.8125,604153,611142.3125,708653.1875,676592.375,779446.875,832306.6875,878424.125
FIN,Finland,cn,Capital stock at current PPPs (in mil. 2021US$),111452.484375,119545.09375,129357.4296875,135858.21875,145402.375,156268.53125,167338.078125,177101.984375,186113.03125,196999.53125,212003.296875,227244.234375,241366.4375,252485.734375,264991.78125,282094.84375,297692.375,311162.375,324565.5,340556.6875,364968.21875,387816.125,412252.71875,438730.5,465781.96875,489640.9375,511425.75,531557.9375,546789.375,564640,585583.9375,593271.25,583175.4375,568050.75,559434.25,567258.25,588266.875,616953.6875,655397.5,704396.5625,753312.0625,793603.6875,828947.0625,855797.625,875436.0625,888760.75,855454.8125,835989.25,837114.0625,830668.0625,835870.1875,825047.0625,803279.375,820185.375,857664.75,903842.875,976642.3125,1025299.875,1165013.125,1289804.75,1317500.75,1362857.5,1411512,1445087.25,1363750.375,1347282.375,1379193.5,1378019,1468667.875,1561393,1696169.75,1786506.25,1830036.125,1850916.75
FJI,Fiji,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,1007.87713623047,1241.30407714844,1396.22778320313,1578.68994140625,1790.38610839844,1995.47436523438,2170.38696289063,2349.84790039063,2672.47509765625,2936.22192382813,3146.10498046875,3466.32104492188,3812.7587890625,4181.84423828125,4440.306640625,4771.16748046875,5060.8671875,5311.56689453125,5522.658203125,5767.76708984375,6025.1005859375,6356.6416015625,6580.13671875,6670.7158203125,6673.185546875,6690.37939453125,6662.01220703125,6512.64404296875,6341.83056640625,6287.10791015625,6382.8974609375,6451.4853515625,6452.48486328125,6665.677734375,6765.2724609375,6909.32666015625,7280.1162109375,7642.0615234375,8215.111328125,8676.6826171875,8648.6796875,8731.9697265625,9030.2275390625,9516.71484375,10134.8271484375,10278.9140625,10830.6435546875,11670.3173828125,13647.912109375,15790.6435546875,18283.111328125,20338.42578125,20847.25390625,23262.943359375,26030.87890625,29942.162109375,29758.38671875,31454.1328125,31649.771484375,31553.775390625,31636.701171875,31235.7734375,31871.662109375,32471.896484375
FRA,France,cn,Capital stock at current PPPs (in mil. 2021US$),1700799,1726936.625,1783459.75,1821493.75,1879554.5,1944167.75,2017613.375,2099578.5,2194297.75,2276918.75,2391884.75,2506827.75,2643911.75,2793600.25,2964968,3129637.5,3310294.75,3496427,3701537.5,3926851,4153714.25,4400457.5,4669198,4979738,5293335,5541035,5786830,6089910.5,6392537,6692553.5,6874074,6845149.5,6669221.5,6442700.5,6285957,6270327.5,6358442.5,6484559,6664115.5,6883671.5,7108919,7343753,7557399,7741171.5,7907401,8046930.5,8131645.5,7979724.5,7839411,7702111.5,7704039,7624380,7633802.5,7621642.5,8701559,9590353,10785794,11975652,12805371,13436346,14534406,15227527,15763352,16493357,16379905,16516611,16694901,17490708,18573128,20935254,21207194,20642360,21054822,21333246
GAB,Gabon,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,3809.16284179688,4285.71484375,4759.05419921875,5104.23828125,5387.22509765625,5645.9267578125,6090.8837890625,6328.29833984375,6568.8974609375,6850.2978515625,7239.5166015625,7658.5859375,8210.2646484375,8815.8681640625,11037.8701171875,13901.31640625,18032.13671875,20857.66796875,21472.935546875,22099.23828125,22715.7734375,23910.517578125,24916.4296875,25958.068359375,26809.89453125,27991.357421875,28994.482421875,28772.3203125,29256.017578125,29301.5078125,29217.0625,29281.068359375,29269.38671875,29447.79296875,29468.578125,29594.677734375,29688.63671875,31266.16015625,34868.83984375,39273.55078125,45722.578125,55943.765625,71486.890625,92466.703125,115995.3359375,129155.84375,130316.6328125,130334.1328125,129726.671875,128142.703125,127985.5703125,127970.7578125,119064.3359375,135299.046875,150584.796875,154580.234375,146676.8125,121693.578125,79323.84375,83836.4140625,89322.15625,95827.078125,102155.296875,108239.640625
