ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BLR,Belarus,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704391.125,727171.625,752155.25,776821.875,788604.625,786643.6875,783234,762905.4375,707645.125,635275.0625,563322.6875,501351.90625,452831.84375,418530.75,396641.21875,385773.5,384327,385893.5,394375.84375,402706.875,416735.1875,435329.75,434354.40625,579500.0625,555445.5,595442.875,598721.1875,608639.25,765443.0625,938820.5,1170744,1373106.5,1390005.625,1408204.875
BLZ,Belize,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,230.46923828125,291.495666503906,347.019348144531,395.088806152344,440.556854248047,486.454833984375,529.228454589844,567.051452636719,608.650268554688,656.2265625,679.703979492188,706.180603027344,712.734558105469,709.110412597656,718.758850097656,715.857299804688,721.025207519531,760.470703125,832.31640625,925.903381347656,1008.869140625,1114.92590332031,1223.73620605469,1350.0576171875,1417.10559082031,1500.03576660156,1563.150390625,1630.98010253906,1692.37438964844,1822.85791015625,2070.2265625,2290.42797851563,2476.47412109375,2616.75170898438,2765.76440429688,2986.71533203125,3264.146484375,3592.9833984375,4139.751953125,4599.22705078125,5013.59033203125,5424.888671875,5696.91845703125,6347.30029296875,6816.310546875,7895.64501953125,8848.5341796875,9627.314453125,10400.2744140625,11191.12109375,11946.9990234375,12674.283203125,13466.5576171875,14358.03515625
BMU,Bermuda,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,1284.27612304688,1322.75842285156,1346.65454101563,1374.85473632813,1393.97497558594,1442.72644042969,1449.86206054688,1477.99621582031,1520.66394042969,1584.92370605469,1701.169921875,1797.00927734375,1941.73486328125,2079.75610351563,2236.57373046875,2356.46948242188,2421.6875,2499.650390625,2628.42138671875,2699.90649414063,2742.07641601563,2716.86376953125,2702.76318359375,2695.802734375,2669.97705078125,2650.37084960938,2663.64233398438,2757.67700195313,2990.056640625,3290.64233398438,3681.72412109375,4172.23779296875,4610.607421875,5043.7509765625,5797.951171875,6735.78125,7926.2099609375,9366.58203125,11349.62890625,13341.80078125,14888.125,15295.3310546875,14205.681640625,13271.619140625,12379.7939453125,11859.6572265625,11366.0771484375,10997.8125,11520.6318359375,11881.6240234375,12079.48046875,12360.490234375,12567.009765625,12678.798828125
BOL,Bolivia (Plurinational State of),cn,Capital stock at current PPPs (in mil. 2021US$),10913.609375,11742.1025390625,12573.18359375,12825.4306640625,13354.716796875,14480.7548828125,15402.90625,16121.99609375,16804.7421875,17237.4453125,18029.947265625,18470.87109375,19767.61328125,20815.626953125,21994.61328125,22939.09375,23938.10546875,24714.603515625,25518.05078125,26286.56640625,27147.337890625,27967.51953125,28983.388671875,29783.271484375,30698.201171875,31879.16015625,33089.8125,34429.39453125,35778.6796875,36881.84375,37176.5625,37477.98046875,37287.12109375,36671.921875,36357.2109375,36244.0234375,36130.046875,36115.3828125,36347.140625,36475.1015625,36930.94140625,37785.39453125,39070.40234375,40710,42056.7109375,43886.98828125,46005.1875,49130.3828125,53635.421875,57476.31640625,62030.02734375,66994.8515625,74519.4609375,82652.1640625,89935.5390625,94500.4453125,97882.7578125,101184.984375,108454.4921875,116931.6328125,126219.8984375,136299.421875,143689.90625,154807.125,167532.796875,183645.109375,198099.875,216736.96875,255192.140625,283571.6875,310276.03125,332737.75,343469.46875,353714.5625
BRA,Brazil,cn,Capital stock at current PPPs (in mil. 2021US$),247318.90625,263482.5,282620.125,294024.1875,309908.8125,324777.71875,337118.9375,357563.6875,376827.5625,404656.125,428107.125,454077.625,481226.625,502201.1875,527170.375,556680.375,588890.1875,615767.0625,652816.75,714404.0625,778345.875,847556.25,929616.1875,1030773.875,1147425.875,1274036.375,1380130.625,1451585.75,1522009.5,1612479,1750566.375,1880485.75,2011113.625,2114263,2229649.75,2376911.25,2579518.75,2803165.75,3028806.5,3278405.25,3496402,3727956.75,3973643,4245390.5,4542438.5,4839310.5,5084080,5293426.5,5456439.5,5529706.5,5594475.5,5683100,5787653.5,5917909.5,6118218.5,6368356,6862239.5,7789317,9217331,11020811,13067590,14389663,14485921,14711076,14797108,14585145,14273521,14281321,14923839,15489833,16167975,16418747,16855904,17139588
BRB,Barbados,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,1586.63806152344,1707.69934082031,1817.93725585938,1936.99963378906,2045.9990234375,2167.61547851563,2285.48022460938,2428.78344726563,2634.38061523438,2837.82250976563,3116.69995117188,3313.96459960938,3509.103515625,3689.50805664063,3901.23364257813,4107.93505859375,4447.8583984375,4694.28466796875,5007.59619140625,5303.70703125,5618.29541015625,6020.20263671875,6273.13671875,6433.71435546875,6544.1513671875,6632.314453125,6611.54638671875,6366.95361328125,6050.3056640625,5753.1826171875,5437.876953125,5178.41650390625,4866.47314453125,4714.72998046875,4723.98291015625,4794.185546875,4954.7333984375,5353.13525390625,5877.61669921875,6394.44482421875,6942.251953125,7572.08447265625,8467.9873046875,9223.8671875,10248.4404296875,11513.201171875,13392.880859375,15470.6630859375,17954.201171875,20442.044921875,22967.82421875,24435,24192.412109375,25335.68359375,25149.966796875,25359.998046875,25868.833984375,25794.609375,25742.015625,25161.486328125,26168.61328125,25647.359375,26523.5,27237.16796875
BRN,Brunei Darussalam,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,37734.58203125,36927.95703125,36372.96484375,36010.73828125,35437.78515625,35484.8359375,35878.35546875,36192.9609375,36682.9296875,37710.74609375,37959.80859375,39739.78125,41323.96484375,42114.15625,42786.42578125,44772.81640625,46636.60546875,47905.05078125,49581.34375,51567.015625,53640.81640625,55729.515625,58709.32421875,62835.4296875,65857.3671875,69379.8203125,78727.9453125,82759.1015625,85810.5859375,87257.3046875,86985.421875,87604.953125,90388.375,91814.046875,93561.7890625,95427.6015625,97958.40625,102894.390625,109595.953125,117011.2578125,123945.375,132976.671875,147908.328125,170574.75,174457.15625,171973.234375,182030.5625,202089.71875,206132.65625,229846.9375,296895.875,279431.59375,285264.6875,290530.40625
BTN,Bhutan,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,2494.01342773438,2606.58618164063,2723.67260742188,2839.67504882813,2966.70874023438,3075.21923828125,3201.60131835938,3350.16723632813,3505.03930664063,3683.66625976563,3846.03051757813,4055.28662109375,4293.35693359375,4600.73291015625,4906.8017578125,5293.7451171875,5681.4169921875,6115.22509765625,6512.95068359375,6827.88916015625,7133.0673828125,7390.65087890625,7826.41357421875,8414.7978515625,9102.8310546875,9779.9072265625,10476.4951171875,11192.171875,12124.271484375,13436.908203125,15045.619140625,17091.35546875,19810.32421875,22622.58984375,25456.6328125,27945.458984375,29757.396484375,30835.0078125,32002.5546875,33834.69140625,37095.3984375,40862.18359375,46162.0625,50107.4921875,56764.203125,58907.4765625,62862.48046875,68486.96875,71455.9921875,72202.859375,72763.828125,72469.9921875,76389.8359375,78868.1640625
BWA,Botswana,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,780.328796386719,784.384033203125,799.5830078125,822.9287109375,863.685668945313,852.075256347656,917.14306640625,1016.48095703125,1187.71423339844,1273.11547851563,1565.59216308594,2075.12622070313,2704.048828125,3375.22631835938,3802.498046875,4113.5322265625,4332.583984375,4521.89208984375,4744.86376953125,5126.44580078125,5717.01708984375,6384.72412109375,7053.65380859375,7699.6123046875,8364.5556640625,9178.869140625,9985.3896484375,10823.3173828125,12086.8642578125,14495.482421875,17172.970703125,19672.623046875,22153.49609375,24642.2890625,27059.423828125,29605.712890625,31931.546875,34798.57421875,38183,42169.8359375,46315.296875,51007.04296875,55557.109375,59827.32421875,64530.59765625,68651.1640625,74310.328125,84590.953125,98331.4453125,113877.265625,129178.859375,142289.015625,144126.3125,143861.46875,146549.375,146967.625,148042.140625,148938.359375,155545.984375,161149.609375,163299.546875,180652.625,189446.953125,197572.484375
CAF,Central African Republic,cn,Capital stock at current PPPs (in mil. 2021US$),,,,,,,,,,,6189.73974609375,6478.86083984375,6779.5361328125,7025.42041015625,7282.88134765625,7513.265625,7733.49755859375,7859.3095703125,7988.82080078125,8154.21875,8288.134765625,8476.3056640625,8641.3876953125,8889.185546875,8942.4814453125,8956.044921875,8937.2421875,8965.2431640625,8908.986328125,8948.7841796875,8814.0888671875,8743.04296875,8658.9521484375,8587.8427734375,8621.8388671875,8703.8447265625,8879.0087890625,8991.6279296875,9007.7451171875,9070.060546875,9239.2265625,9359.6201171875,9500.8486328125,9562.771484375,9718.533203125,9919.8779296875,9820.0625,9730.107421875,9720.18359375,9893.185546875,10019.4150390625,10157.814453125,10293.8232421875,10268.93359375,10261.0947265625,10373.216796875,10855.1083984375,11963.1328125,13870.37890625,16691.322265625,20321.984375,23458.447265625,24490.611328125,26633.599609375,29208.828125,30546.64453125,31662.302734375,36172.21875,37489.5859375,39371.8671875,42546.33203125,45266.39453125,46029.9453125,46466.8046875
